pod_name,app_name,model_name,app_pod_num,app_qps,model_architecture_json,gpu_type,f_peak,memory_bandwidth,memory_size,n_gpu_hardware,tensor_parallelism,qps_timeseries,execute_token_size_timeseries,u_gpu,n_gpu_runtime,inference_engine,task_function
hotline-qwq-na61-h20-2tp.ference-part0-ed094f94-b-5672,hotline_qwq,QwQ-32B,8,246,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0.0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 27648,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 40,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 1e-05,
  ""rope_theta"": 1000000.0,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 152064
}",H20,148.0,4022.0,96.0,2,"2
","2025-10-12 12:17:36.000
    42
    2025-10-12 12:17:37.000
    30
    2025-10-12 12:17:38.000
    42
    2025-10-12 12:17:39.000
    25
    2025-10-12 12:17:40.000
    10
    2025-10-12 12:17:41.000
    8
    2025-10-12 12:17:42.000
    8
    2025-10-12 12:17:43.000
    7
    2025-10-12 12:17:44.000
    2
    2025-10-12 12:17:45.000
    1
    2025-10-12 12:17:46.000
    18","2025-10-12 12:17:36.000
    11.1
    2025-10-12 12:17:37.000
    12.8
    2025-10-12 12:17:38.000
    11.1
    2025-10-12 12:17:39.000
    8.66
    2025-10-12 12:17:40.000
    5.53
    2025-10-12 12:17:41.000
    5.14
    2025-10-12 12:17:42.000
    4.63
    2025-10-12 12:17:43.000
    3.54
    2025-10-12 12:17:44.000
    62.2
    2025-10-12 12:17:45.000
    3.02
    2025-10-12 12:17:46.000
    6.67",0.96,2,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2 32B model, optimized with weight-only quantization, serving as a customer service assistant for the 'Alime Hotline' project. It handles extremely long contexts (up to 80k tokens) and runs with 2-way Tensor Parallelism across two H20 GPUs, using MagaEngine for real-time conversational AI inference."
icbu-aa-qwen2-7b-ea119-custom accelerator.inference-part0-24badc99-a-b54f,icbu_aa_qwen2_7b,qwen2.5-7B,2,36,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 3584,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 18944,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 28,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 28,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 4,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": 131072,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 152064
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 18:55:11.000
  14
  2025-10-12 18:55:12.000
  5
  2025-10-12 18:55:13.000
  4
  2025-10-12 18:55:14.000
  13
  2025-10-12 18:55:15.000
  2
  2025-10-12 18:55:16.000
  4
  2025-10-12 18:55:17.000
  5
  2025-10-12 18:55:18.000
  11
  2025-10-12 18:55:19.000
  7
  2025-10-12 18:55:20.000
  4
  2025-10-12 18:55:21.000
  2","2025-10-12 18:55:11.000
  132
  2025-10-12 18:55:12.000
  80.5
  2025-10-12 18:55:13.000
  42.1
  2025-10-12 18:55:14.000
  141
  2025-10-12 18:55:15.000
  28.0
  2025-10-12 18:55:16.000
  69.8
  2025-10-12 18:55:17.000
  35.2
  2025-10-12 18:55:18.000
  170
  2025-10-12 18:55:19.000
  22.8
  2025-10-12 18:55:20.000
  45.0
  2025-10-12 18:55:21.000
  75.3",0.58,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-7B model specialized for AI assistant tasks in the ICBU (International China Business Unit) domain, deployed on custom accelerator hardware with MagaEngine acceleration for efficient real-time inference in international e-commerce customer service scenarios."
lanshi-qwen3-new-item-reason-model-ea119-custom accelerator.inference-part0-7602934d-a-4492,lanshi-qwen3-new-item-reason-model,qwen3-14b,4,64,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0.0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 17408,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 40,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 40,
  ""num_hidden_layers"": 40,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 1e-06,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.2"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-11 18:53:04.000
    18
    2025-10-11 18:53:05.000
    21
    2025-10-11 18:53:06.000
    0
    2025-10-11 18:53:07.000
    24
    2025-10-11 18:53:08.000
    0
    2025-10-11 18:53:09.000
    0
    2025-10-11 18:53:10.000
    22
    2025-10-11 18:53:11.000
    0
    2025-10-11 18:53:12.000
    23
    2025-10-11 18:53:13.000
    0
    2025-10-11 18:53:14.000
    0","2025-10-11 18:53:04.000
    9.53 K
    2025-10-11 18:53:05.000
    6.66 K
    2025-10-11 18:53:07.000
    9.08 K
    2025-10-11 18:53:10.000
    10.6 K
    2025-10-11 18:53:12.000
    12.1 K",1,1,MagaEngine (Ant Group) / Custom FT-based,"An SFT fine-tuned Qwen3 14B model for the 'Lanshi' project, designed to generate persuasive reasons for new item recommendations in e-commerce 'guess you like' scenarios. It runs on a single custom accelerator GPU with MagaEngine for efficient real-time inference."
lanshi-qwen3-new-item-reason-model-ea119-custom accelerator.inference-part0-af9dd2ad-a-83ce,lanshi-qwen3-new-item-reason-model,qwen3-14B,4,58,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0.0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 17408,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 40,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 40,
  ""num_hidden_layers"": 40,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 1e-06,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.2"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-11 18:14:12.000
    0
    2025-10-11 18:14:13.000
    15
    2025-10-11 18:14:14.000
    0
    2025-10-11 18:14:15.000
    15
    2025-10-11 18:14:16.000
    0
    2025-10-11 18:14:17.000
    21
    2025-10-11 18:14:18.000
    0
    2025-10-11 18:14:19.000
    14
    2025-10-11 18:14:20.000
    0
    2025-10-11 18:14:21.000
    17
    2025-10-11 18:14:22.000
    0","2025-10-11 18:14:13.000
    7.14 K
    2025-10-11 18:14:15.000
    10.9 K
    2025-10-11 18:14:17.000
    7.61 K
    2025-10-11 18:14:19.000
    7.61 K
    2025-10-11 18:14:21.000
    10.7 K",1,1,MagaEngine (Ant Group) / Custom FT-based,"An SFT fine-tuned Qwen3 14B model for the 'Lanshi' project, designed to generate persuasive reasons for new item recommendations in e-commerce 'guess you like' scenarios. It runs on a single custom accelerator GPU with MagaEngine for efficient real-time inference."
mkt-qwen3-30b-a3b-back-ea119-custom accelerator.inference-part0-46b2ae20-a-fca4,mkt-Qwen3-30B-A3B-back,qwen3-30B-A3B,25,51,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 16:43:24.000
  2
  2025-10-12 16:43:25.000
  2
  2025-10-12 16:43:26.000
  2
  2025-10-12 16:43:27.000
  4
  2025-10-12 16:43:28.000
  0
  2025-10-12 16:43:29.000
  1
  2025-10-12 16:43:30.000
  1
  2025-10-12 16:43:31.000
  3
  2025-10-12 16:43:32.000
  3
  2025-10-12 16:43:33.000
  2
  2025-10-12 16:43:34.000
  1","2025-10-12 16:43:24.000
  127
  2025-10-12 16:43:25.000
  49.1
  2025-10-12 16:43:26.000
  164
  2025-10-12 16:43:27.000
  94.7
  2025-10-12 16:43:29.000
  48.9
  2025-10-12 16:43:30.000
  107
  2025-10-12 16:43:31.000
  192
  2025-10-12 16:43:32.000
  40.7
  2025-10-12 16:43:33.000
  139
  2025-10-12 16:43:34.000
  372",0.94,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-30B MoE model specialized for marketing scenarios, running on custom accelerator hardware with MagaEngine acceleration, delivering real-time inference for large-scale language understanding and content generation tasks."
mkt-qwen3-30b-a3b-feeds-na175-custom accelerator.inference-part0-3cc70f0e-a-d735,mkt-Qwen3-30B-A3B-feeds,qwen3-30B-A3B,8,22,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 23:50:06.000
  2
  2025-10-12 23:50:07.000
  0
  2025-10-12 23:50:08.000
  1
  2025-10-12 23:50:09.000
  0
  2025-10-12 23:50:10.000
  0
  2025-10-12 23:50:11.000
  0
  2025-10-12 23:50:12.000
  2
  2025-10-12 23:50:13.000
  0
  2025-10-12 23:50:14.000
  2
  2025-10-12 23:50:15.000
  0
  2025-10-12 23:50:16.000
  0","22025-10-12 23:50:06.000
  1.94
  2025-10-12 23:50:08.000
  102
  2025-10-12 23:50:11.000
  2.59 K
  2025-10-12 23:50:12.000
  65.7
  2025-10-12 23:50:13.000
  104
  2025-10-12 23:50:14.000
  103
  2025-10-12 23:50:16.000
  3.45 K",0.75,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-30B MoE model specialized for marketing content generation in e-commerce feeds, deployed on a custom accelerator GPU with FP16 precision and optimized for long-context understanding up to 8192 tokens, enabling high-quality, context-aware product description and promotional text generation with efficient RDMA-accelerated inference."
omega-llm-92920-1682403-qwenv3-cn-h800-spot.inference-part0-7fdbfcb4-a-c2cd,omega_llm_92920_1682403_QwenV3,qwen3-4B,32,330,"{
  ""NVIDIA_H800"": {""mem_bandwidth"": 3350 * (1024**3), ""FP16"": 989e12, ""INT8"": 1979e12, ""memsize"": 80 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 400 * (1024**3)},
  ""gpu_type"": ""H800"",
  ""f_peak"": 989.0,  #""FP16的值""
  ""memory_bandwidth"": 3350.0,
  ""memory_size"": 80.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H800,989.0,3350.0,80.0,1,"1
","2025-10-10 16:10:40.000
    6
    2025-10-10 16:10:41.000
    8
    2025-10-10 16:10:42.000
    6
    2025-10-10 16:10:43.000
    11
    2025-10-10 16:10:44.000
    10
    2025-10-10 16:10:45.000
    7
    2025-10-10 16:10:46.000
    9
    2025-10-10 16:10:47.000
    7
    2025-10-10 16:10:48.000
    9
    2025-10-10 16:10:49.000
    8
    2025-10-10 16:10:50.000
    6","2025-10-10 16:10:40.000
    118
    2025-10-10 16:10:41.000
    140
    2025-10-10 16:10:42.000
    125
    2025-10-10 16:10:43.000
    172
    2025-10-10 16:10:44.000
    137
    2025-10-10 16:10:45.000
    134
    2025-10-10 16:10:46.000
    143
    2025-10-10 16:10:47.000
    113
    2025-10-10 16:10:48.000
    160
    2025-10-10 16:10:49.000
    140",0.490,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-3B model optimized for item-grained reasoning in e-commerce recommendation scenarios, executing batch inference tasks on a single H800 GPU with MagaEngine acceleration. It generates fine-grained product justification explanations using natural language processing, supporting 3B parameter scale with FP16 precision."
online-dxm-dm-wait-clarify-na61-l20.inference-part0-fa225ff2-b-ede8,online_dxm_dm_wait_clarify,qwen2.5-7B,2,27,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 3584,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 18944,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 28,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 28,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 4,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.45.2"",
  ""use_cache"": false,
  ""use_sliding_window"": false,
  ""vocab_size"": 152064
}",L20,119.5,864.0,48.0,1,"1
","2025-10-09 10:33:44.000
    6.99
    2025-10-09 10:33:45.000
    2.99
    2025-10-09 10:33:46.000
    7.99
    2025-10-09 10:33:47.000
    2.00
    2025-10-09 10:33:48.000
    5.99
    2025-10-09 10:33:49.000
    4.99
    2025-10-09 10:33:50.000
    4.99
    2025-10-09 10:33:51.000
    6.99
    2025-10-09 10:33:52.000
    2.00
    2025-10-09 10:33:53.000
    5.99
    2025-10-09 10:33:54.000
    2.99",15.5,0.259,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2 7B model specialized for real-time dialogue state tracking and clarification in e-commerce customer service (wait-clarify scenario), running on a single L20 GPU with MagaEngine to analyze user intent and determine if additional information is needed before responding."
page-indicator-search-query-analysis-online-na61-h20-2tp.ference-part0-9d62c496-b-a6fe,page_indicator_search_query_analysis_online,Qwen3-4B,2,44,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2560,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 9728,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 36,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.3"",
  ""use_cache"": false,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,2,"2
","2025-10-09 18:35:54.000
    11
    2025-10-09 18:35:55.000
    5
    2025-10-09 18:35:56.000
    7
    2025-10-09 18:35:57.000
    15
    2025-10-09 18:35:58.000
    25
    2025-10-09 18:35:59.000
    10
    2025-10-09 18:36:00.000
    22
    2025-10-09 18:36:01.000
    12
    2025-10-09 18:36:02.000
    13
    2025-10-09 18:36:03.000
    13
    2025-10-09 18:36:04.000
    20
    2025-10-09 18:36:05.000
    18","2025-10-09 18:35:54.000
    211
    2025-10-09 18:35:55.000
    101
    2025-10-09 18:35:56.000
    250
    2025-10-09 18:35:57.000
    125
    2025-10-09 18:35:58.000
    137
    2025-10-09 18:35:59.000
    124
    2025-10-09 18:36:00.000
    141
    2025-10-09 18:36:01.000
    134
    2025-10-09 18:36:02.000
    138
    2025-10-09 18:36:03.000
    127
    2025-10-09 18:36:04.000
    147
    2025-10-09 18:36:05.000
    147",0.890,2,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-3 4B model specialized for page indicator-based search query analysis in e-commerce, running on dual H20 GPUs with tensor parallelism (TP=2) and MagaEngine to understand user intent from search queries and generate structured analysis for improved product discovery."
presale-scene-predict-7b-v3-na61-l20.inference-part0-049c824a-a-2d05,presale_scene_predict_7b_v3,qwen2.5-7B-instruct,7,32,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_7b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 3584,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 18944,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 28,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 28,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 4,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.45.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 152064
}",L20,119.5,864.0,48.0,1,"1
","2025-10-09 19:21:58.000
    4
    2025-10-09 19:21:59.000
    3
    2025-10-09 19:22:00.000
    3
    2025-10-09 19:22:01.000
    4
    2025-10-09 19:22:02.000
    1
    2025-10-09 19:22:03.000
    3
    2025-10-09 19:22:04.000
    1
    2025-10-09 19:22:05.000
    4
    2025-10-09 19:22:06.000
    2
    2025-10-09 19:22:07.000
    4
    2025-10-09 19:22:08.000
    3","2025-10-09 19:21:58.000
    63.2
    2025-10-09 19:21:59.000
    28.7
    2025-10-09 19:22:00.000
    23.9
    2025-10-09 19:22:01.000
    33.4
    2025-10-09 19:22:02.000
    53.5
    2025-10-09 19:22:03.000
    55
    2025-10-09 19:22:04.000
    15.3
    2025-10-09 19:22:05.000
    23.5
    2025-10-09 19:22:06.000
    29.1
    2025-10-09 19:22:07.000
    21
    2025-10-09 19:22:08.000
    41.1",0.272,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2.5 7B model specialized for pre-sales scene prediction in e-commerce customer service, running on a single L20 GPU with MagaEngine to classify user inquiries and determine the appropriate agent type (pre-sales, after-sales, logistics, or other) based on conversation context."
queryrec-session2bigmodel-tbstars-1-5b-na61-custom accelerator.inference-part0-9c884ccf-b-7caa,queryrec_session2bigmodel_tbstars_1_5B,tbstars2_0-moe-15A1_5,7,15,"{
  ""architectures"": [
    ""MixTBStarsForCausalLM""
  ],
  ""attention_bias"": true,
  ""attention_dropout"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_mixtbstars.MixTBStarsConfig"",
    ""AutoModel"": ""modeling_mixtbstars.MixTBStarsForCausalLM"",
    ""AutoModelForCausalLM"": ""modeling_mixtbstars.MixTBStarsForCausalLM""
  },
  ""bos_token_id"": 5,
  ""eos_token_id"": 6,
  ""expert_dropout"": 0,
  ""first_k_dense_layers"": 0,
  ""hidden_act"": ""silu"",
  ""hidden_dropout"": 0,
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 1560,
  ""max_position_embeddings"": 8192,
  ""model_type"": ""mixtbstars"",
  ""num_attention_heads"": 16,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 16,
  ""num_key_value_heads"": 16,
  ""num_routed_experts"": 96,
  ""num_shared_experts"": 0,
  ""output_router_logits"": true,
  ""pad_token_id"": 0,
  ""pretraining_tp"": 1,
  ""rms_norm_eps"": 0.00001,
  ""rope_scaling"": null,
  ""rope_theta"": 10000,
  ""router_aux_loss_coef"": 0,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": false,
  ""vocab_size"": 128000
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-11 14:20:44.000
        1.99
        2025-10-11 14:20:45.000
        2.99
        2025-10-11 14:20:46.000
        0
        2025-10-11 14:20:47.000
        0
        2025-10-11 14:20:48.000
        0.999
        2025-10-11 14:20:49.000
        3.00
        2025-10-11 14:20:50.000
        1.99
        2025-10-11 14:20:51.000
        3.96
        2025-10-11 14:20:52.000
        2.96
        2025-10-11 14:20:53.000
        2.00
        2025-10-11 14:20:54.000
        2.99","2025-10-11 14:20:44.000
        65.2
        2025-10-11 14:20:45.000
        110
        2025-10-11 14:20:46.000
        53.7
        2025-10-11 14:20:47.000
        112
        2025-10-11 14:20:48.000
        65.0
        2025-10-11 14:20:49.000
        50.4
        2025-10-11 14:20:50.000
        60.3
        2025-10-11 14:20:51.000
        97.3
        2025-10-11 14:20:52.000
        141
        2025-10-11 14:20:53.000
        65.0
        2025-10-11 14:20:54.000
        86.5",0.990,1,MagaEngine (Ant Group) / Custom FT-based,"This is a LLM service for session-to-big-model query recommendation, deployed on custom accelerator accelerator with real-time inference capabilities, designed for enterprise-level content analysis and dynamic business scenario optimization."
queryrec-session2bigmodel-tbstars-1-5b-v2-na175-custom accelerator.inference-part0-5bd41479-a-181e,queryrec_session2bigmodel_tbstars_1_5B_v2,tbstars2_0-moe-15A1_5,7,69,"{
  ""architectures"": [
    ""MixTBStarsForCausalLM""
  ],
  ""attention_bias"": true,
  ""attention_dropout"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_mixtbstars.MixTBStarsConfig"",
    ""AutoModel"": ""modeling_mixtbstars.MixTBStarsForCausalLM"",
    ""AutoModelForCausalLM"": ""modeling_mixtbstars.MixTBStarsForCausalLM""
  },
  ""bos_token_id"": 5,
  ""eos_token_id"": 6,
  ""expert_dropout"": 0,
  ""first_k_dense_layers"": 0,
  ""hidden_act"": ""silu"",
  ""hidden_dropout"": 0,
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 1560,
  ""max_position_embeddings"": 8192,
  ""model_type"": ""mixtbstars"",
  ""num_attention_heads"": 16,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 16,
  ""num_key_value_heads"": 16,
  ""num_routed_experts"": 96,
  ""num_shared_experts"": 0,
  ""output_router_logits"": true,
  ""pad_token_id"": 0,
  ""pretraining_tp"": 1,
  ""rms_norm_eps"": 0.00001,
  ""rope_scaling"": null,
  ""rope_theta"": 10000,
  ""router_aux_loss_coef"": 0,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": false,
  ""vocab_size"": 128000
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 23:06:50.000
  6
  2025-10-12 23:06:51.000
  12
  2025-10-12 23:06:52.000
  6
  2025-10-12 23:06:53.000
  4
  2025-10-12 23:06:54.000
  7
  2025-10-12 23:06:55.000
  8
  2025-10-12 23:06:56.000
  1
  2025-10-12 23:06:57.000
  4
  2025-10-12 23:06:58.000
  2
  2025-10-12 23:06:59.000
  8
  2025-10-12 23:07:00.000
  7","2025-10-12 23:06:50.000
  72.1
  2025-10-12 23:06:51.000
  55.2
  2025-10-12 23:06:52.000
  99.9
  2025-10-12 23:06:53.000
  58.8
  2025-10-12 23:06:54.000
  99.1
  2025-10-12 23:06:55.000
  50.0
  2025-10-12 23:06:56.000
  151
  2025-10-12 23:06:57.000
  162
  2025-10-12 23:06:58.000
  456
  2025-10-12 23:06:59.000
  263
  2025-10-12 23:07:00.000
  285",0.98,1,MagaEngine (Ant Group) / Custom FT-based,"A 1.5B-parameter MixTStars model specialized for query recommendation in large-scale e-commerce sessions, running on a single custom accelerator GPU with INT8/FP16 mixed precision, optimized for high-throughput, low-latency inference with support for long sequence lengths up to 4096 tokens and efficient RDMA-accelerated model loading from OSS storage."
